Record Length,10000,Points,-20.0000000,108.0312580E-3,,Record Length,10000,Points,-20.0000000,1.9253906,,Record Length,10000,Points,-20.0000000,1.8653125,,Record Length,10000,Points,-20.0000000,864.843785763E-3,
Sample Interval,4.00000019E-3,s,-19.9960003,108.0312580E-3,,Sample Interval,4.00000019E-3,s,-19.9960003,1.9269531,,Sample Interval,4.00000019E-3,s,-19.9960003,1.8668749,,Sample Interval,4.00000019E-3,s,-19.9960003,865.625023842E-3,
Trigger Point,5.00000000E3,Samples,-19.9920006,108.1562564E-3,,Trigger Point,5.00000000E3,Samples,-19.9920006,1.9263281,,Trigger Point,5.00000000E3,Samples,-19.9920006,1.8678125,,Trigger Point,5.00000000E3,Samples,-19.9920006,860.937535763E-3,
,,,-19.9880009,108.0000028E-3,,,,,-19.9880009,1.9265624,,,,,-19.9880009,1.8700000,,,,,-19.9880009,869.531273842E-3,
,,,-19.9839993,108.0312580E-3,,,,,-19.9839993,1.9268750,,,,,-19.9839993,1.8703125,,,,,-19.9839993,863.281250000E-3,
,,,-19.9799995,108.4062532E-3,,,,,-19.9799995,1.9268750,,,,,-19.9799995,1.8693750,,,,,-19.9799995,864.843785763E-3,
Source,CH1,,-19.9759998,108.5000038E-3,,Source,CH2,,-19.9759998,1.9263281,,Source,CH3,,-19.9759998,1.8718749,,Source,CH4,,-19.9759998,865.625023842E-3,
Vertical Units,V,,-19.9720001,108.5625067E-3,,Vertical Units,V,,-19.9720001,1.9263281,,Vertical Units,V,,-19.9720001,1.8718749,,Vertical Units,V,,-19.9720001,864.843785763E-3,
Vertical Scale,204.78125973E-3,,-19.9680004,108.6875051E-3,,Vertical Scale,511.953113557E-3,,-19.9680004,1.9281249,,Vertical Scale,2.0478125,,-19.9680004,1.8734374,,Vertical Scale,5.11953133,,-19.9680004,864.843785763E-3,
Vertical Offset,0,,-19.9640007,108.8437587E-3,,Vertical Offset,0,,-19.9640007,1.9273437,,Vertical Offset,0,,-19.9640007,1.8750000,,Vertical Offset,0,,-19.9640007,864.843785763E-3,
Horizontal Units,s,,-19.9599991,109.0000048E-3,,Horizontal Units,s,,-19.9599991,1.9265624,,Horizontal Units,s,,-19.9599991,1.8771875,,Horizontal Units,s,,-19.9599991,859.375000000E-3,
Horizontal Scale,4.00000019,,-19.9559994,108.8750064E-3,,Horizontal Scale,4.00000019,,-19.9559994,1.9271094,,Horizontal Scale,4.00000019,,-19.9559994,1.8765625,,Horizontal Scale,4.00000019,,-19.9559994,863.281250000E-3,
Pt Fmt,Y,,-19.9519997,109.0000048E-3,,Pt Fmt,Y,,-19.9519997,1.9276562,,Pt Fmt,Y,,-19.9519997,1.8793750,,Pt Fmt,Y,,-19.9519997,860.937535763E-3,
Yzero,0.0,,-19.9480000,109.3125045E-3,,Yzero,-3.90660766,,-19.9480000,1.9281249,,Yzero,0.0,,-19.9480000,1.8778125,,Yzero,0.0,,-19.9480000,861.718773842E-3,
Probe Atten,1.000000,,-19.9440002,109.3437523E-3,,Probe Atten,49.99999619,,-19.9440002,1.9284375,,Probe Atten,1.000000,,-19.9440002,1.8796874,,Probe Atten,1.000000,,-19.9440002,865.625023842E-3,
,,,-19.9400005,109.1875061E-3,,,,,-19.9400005,1.9281249,,,,,-19.9400005,1.8818749,,,,,-19.9400005,863.281250000E-3,
Note,MDO3014 - 14:18:57   2017/11/09,,-19.9360008,109.3437523E-3,,Note,MDO3014 - 14:18:57   2017/11/09,,-19.9360008,1.9281249,,Note,MDO3014 - 14:18:57   2017/11/09,,-19.9360008,1.8850000,,Note,MDO3014 - 14:18:57   2017/11/09,,-19.9360008,864.843785763E-3,
,,,-19.9319992,109.4062552E-3,,,,,-19.9319992,1.9294531,,,,,-19.9319992,1.8850000,,,,,-19.9319992,867.187500000E-3,
,,,-19.9279995,109.4687581E-3,,,,,-19.9279995,1.9286718,,,,,-19.9279995,1.8865625,,,,,-19.9279995,869.531273842E-3,
,,,-19.9239998,109.4687581E-3,,,,,-19.9239998,1.9280468,,,,,-19.9239998,1.8871875,,,,,-19.9239998,865.625023842E-3,
,,,-19.9200001,109.4062552E-3,,,,,-19.9200001,1.9281249,,,,,-19.9200001,1.8893750,,,,,-19.9200001,864.843785763E-3,
,,,-19.9160004,109.5000058E-3,,,,,-19.9160004,1.9281249,,,,,-19.9160004,1.8918749,,,,,-19.9160004,869.531273842E-3,
,,,-19.9120007,109.6250042E-3,,,,,-19.9120007,1.9288281,,,,,-19.9120007,1.8918749,,,,,-19.9120007,861.718773842E-3,
,,,-19.9080009,109.8125055E-3,,,,,-19.9080009,1.9290625,,,,,-19.9080009,1.8956250,,,,,-19.9080009,861.718773842E-3,
,,,-19.9039993,109.7812578E-3,,,,,-19.9039993,1.9296093,,,,,-19.9039993,1.8959374,,,,,-19.9039993,855.468750000E-3,
,,,-19.8999996,109.9375039E-3,,,,,-19.8999996,1.9293749,,,,,-19.8999996,1.8981249,,,,,-19.8999996,851.562500000E-3,
,,,-19.8959999,109.9687517E-3,,,,,-19.8959999,1.9298437,,,,,-19.8959999,1.8981249,,,,,-19.8959999,857.031285763E-3,
,,,-19.8920002,109.9375039E-3,,,,,-19.8920002,1.9299999,,,,,-19.8920002,1.8990625,,,,,-19.8920002,853.906273842E-3,
,,,-19.8880005,109.9375039E-3,,,,,-19.8880005,1.9313281,,,,,-19.8880005,1.9003124,,,,,-19.8880005,853.906273842E-3,
,,,-19.8840008,110.1250052E-3,,,,,-19.8840008,1.9315624,,,,,-19.8840008,1.9034375,,,,,-19.8840008,859.375000000E-3,
,,,-19.8799992,110.2500036E-3,,,,,-19.8799992,1.9325781,,,,,-19.8799992,1.9068750,,,,,-19.8799992,857.812523842E-3,
,,,-19.8759995,110.3437543E-3,,,,,-19.8759995,1.9313281,,,,,-19.8759995,1.9053124,,,,,-19.8759995,859.375000000E-3,
,,,-19.8719997,110.4375049E-3,,,,,-19.8719997,1.9327344,,,,,-19.8719997,1.9059374,,,,,-19.8719997,855.468750000E-3,
,,,-19.8680000,110.5000079E-3,,,,,-19.8680000,1.9314063,,,,,-19.8680000,1.9068750,,,,,-19.8680000,855.468750000E-3,
,,,-19.8640003,110.6562540E-3,,,,,-19.8640003,1.9315624,,,,,-19.8640003,1.9090625,,,,,-19.8640003,850.000023842E-3,
,,,-19.8600006,110.8750030E-3,,,,,-19.8600006,1.9336718,,,,,-19.8600006,1.9106250,,,,,-19.8600006,853.125035763E-3,
,,,-19.8560009,110.8750030E-3,,,,,-19.8560009,1.9335155,,,,,-19.8560009,1.9115624,,,,,-19.8560009,851.562500000E-3,
