Record Length,10000,Points,-20.0000000,12.0312506E-3,,Record Length,10000,Points,-20.0000000,1.5380468,,Record Length,10000,Points,-20.0000000,213.74998987E-3,,Record Length,10000,Points,-20.0000000,885.937511921E-3,
Sample Interval,4.00000019E-3,s,-19.9960003,12.1875005E-3,,Sample Interval,4.00000019E-3,s,-19.9960003,1.5377344,,Sample Interval,4.00000019E-3,s,-19.9960003,216.25000238E-3,,Sample Interval,4.00000019E-3,s,-19.9960003,888.281285763E-3,
Trigger Point,5.00000000E3,Samples,-19.9920006,12.3750009E-3,,Trigger Point,5.00000000E3,Samples,-19.9920006,1.5355469,,Trigger Point,5.00000000E3,Samples,-19.9920006,219.06249225E-3,,Trigger Point,5.00000000E3,Samples,-19.9920006,889.843761921E-3,
,,,-19.9880009,12.4375010E-3,,,,,-19.9880009,1.5336719,,,,,-19.9880009,222.49999642E-3,,,,,-19.9880009,889.843761921E-3,
,,,-19.9839993,12.4375010E-3,,,,,-19.9839993,1.5326562,,,,,-19.9839993,223.12499583E-3,,,,,-19.9839993,889.843761921E-3,
,,,-19.9799995,12.5000002E-3,,,,,-19.9799995,1.5330468,,,,,-19.9799995,226.24999285E-3,,,,,-19.9799995,888.281285763E-3,
Source,CH1,,-19.9759998,12.5000002E-3,,Source,CH2,,-19.9759998,1.5332031,,Source,CH3,,-19.9759998,225.31250119E-3,,Source,CH4,,-19.9759998,882.812500000E-3,
Vertical Units,V,,-19.9720001,12.6875006E-3,,Vertical Units,V,,-19.9720001,1.5314844,,Vertical Units,V,,-19.9720001,226.24999285E-3,,Vertical Units,V,,-19.9720001,884.375035763E-3,
Vertical Scale,204.78125973E-3,,-19.9680004,12.5937508E-3,,Vertical Scale,511.953113557E-3,,-19.9680004,1.5301563,,Vertical Scale,2.0478125,,-19.9680004,228.74999046E-3,,Vertical Scale,5.11953133,,-19.9680004,890.625000000E-3,
Vertical Offset,0,,-19.9640007,12.7500007E-3,,Vertical Offset,0,,-19.9640007,1.5300781,,Vertical Offset,0,,-19.9640007,231.87498748E-3,,Vertical Offset,0,,-19.9640007,888.281285763E-3,
